module,genome_name,db_name,module_name,module_class,module_category,module_subcategory,module_definition,stepwise_module_completeness,stepwise_module_is_complete,pathwise_module_completeness,pathwise_module_is_complete,proportion_unique_enzymes_present,enzymes_unique_to_module,unique_enzymes_hit_counts,enzyme_hits_in_module,gene_caller_ids_in_module,warnings
M00007,P2271_Sourdough_CN,P2271_Sourdough_CN,"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K00615 (K00616,K13810) K01783 (K01807,K01808)",1.0,True,1.0,True,,No enzymes unique to module,,"K00615,K00615,K00616,K01783,K01807,K01807","2826,815,2827,1201,473,318","K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00616 is present in multiple modules: M00004/M00007,K01783 is present in multiple modules: M00004/M00007/M00165,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612"
M00580,P2271_Sourdough_CN,P2271_Sourdough_CN,"Pentose phosphate pathway, archaea, fructose 6P => ribose 5P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"(K08094 (K08093,K13812),K13831) K01807",0.5,False,0.5,False,,No enzymes unique to module,,"K01807,K01807","473,318",K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612
M00005,P2271_Sourdough_CN,P2271_Sourdough_CN,"PRPP biosynthesis, ribose 5P => PRPP",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,K00948,1.0,True,1.0,True,1.0,K00948,2,"K00948,K00948","1714,378",
M00008,P2271_Sourdough_CN,P2271_Sourdough_CN,"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K00036 (K01057,K07404) K01690 K01625",0.5,False,0.5,False,,No enzymes unique to module,,"K00036,K07404","2169,1760","K00036 is present in multiple modules: M00004/M00006/M00008,K07404 is present in multiple modules: M00004/M00006/M00008"
M00308,P2271_Sourdough_CN,P2271_Sourdough_CN,"Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P",Pathway modules,Carbohydrate metabolism,Central carbohydrate metabolism,"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)",0.5,False,0.6,False,,No enzymes unique to module,,"K00134,K00874,K00927","578,224,579","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00874 is present in multiple modules: M00308/M00631/M00061,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612"
M00631,P2271_Sourdough_CN,P2271_Sourdough_CN,"D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)",0.4,False,0.4,False,,No enzymes unique to module,,"K00874,K17463","224,223","K00874 is present in multiple modules: M00308/M00631/M00061,K17463 is present in multiple modules: M00631/M00061"
M00061,P2271_Sourdough_CN,P2271_Sourdough_CN,"D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"K01812 K00040 (K01686,K08323) K00874 (K01625,K17463)",0.4,False,0.4,False,,No enzymes unique to module,,"K00874,K17463","224,223","K00874 is present in multiple modules: M00308/M00631/M00061,K17463 is present in multiple modules: M00631/M00061"
M00632,P2271_Sourdough_CN,P2271_Sourdough_CN,"Galactose degradation, Leloir pathway, galactose => alpha-D-glucose-1P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,K01785 K00849 K00965 K01784,0.75,True,0.75,True,1.0,K01785,4,"K00849,K01784,K01784,K01785,K01785,K01785,K01785","2784,2783,511,2789,1293,1388,612","K00849 is present in multiple modules: M00632/M00554,K01784 is present in multiple modules: M00632/M01004"
M00552,P2271_Sourdough_CN,P2271_Sourdough_CN,"D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,K01684 K00883 K01631 K00134 K00927,0.4,False,0.4,False,,No enzymes unique to module,,"K00134,K00927","578,579","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612"
M00129,P2271_Sourdough_CN,P2271_Sourdough_CN,"Ascorbate biosynthesis, animals, glucose-1P => ascorbate",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,K00963 K00012 K00699 K01195 K00002 K01053 K00103,0.1428571428571428,False,0.1428571428571428,False,,No enzymes unique to module,,K00963,552,K00963 is present in multiple modules: M00129/M00854/M00549
M00114,P2271_Sourdough_CN,P2271_Sourdough_CN,"Ascorbate biosynthesis, plants, fructose-6P => ascorbate",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,K01809 K17497 K00966 K10046 K14190 K10047 K17744 K00225,0.125,False,0.125,False,,No enzymes unique to module,,K01809,1910,K01809 is present in multiple modules: M00114/M01000/M01006
M00550,P2271_Sourdough_CN,P2271_Sourdough_CN,"Ascorbate degradation, ascorbate => D-xylulose-5P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,K02821+K02822+K03475 K03476 K03078 K03079 K03077,0.4,False,0.4,False,1.0,"K02821,K02822,K03077,K03475","1,1,1,1","K02821,K02822,K03077,K03475","2830,2829,2842,2828",
M00854,P2271_Sourdough_CN,P2271_Sourdough_CN,"Glycogen biosynthesis, glucose-1P => glycogen/starch",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)",1.0,True,1.0,True,,No enzymes unique to module,,"K00700,K00703,K00963,K00975,K00975","16,19,552,17,18","K00700 is present in multiple modules: M00854/M00565,K00703 is present in multiple modules: M00854/M00565,K00963 is present in multiple modules: M00129/M00854/M00549,K00975 is present in multiple modules: M00854/M00565"
M00855,P2271_Sourdough_CN,P2271_Sourdough_CN,"Glycogen degradation, glycogen => glucose-6P",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)",0.6666666666666666,False,0.6666666666666666,False,1.0,K00688,2,"K00688,K00688,K01835","21,20,558",K01835 is present in multiple modules: M00855/M00549
M00565,P2271_Sourdough_CN,P2271_Sourdough_CN,"Trehalose biosynthesis, D-glucose 1P => trehalose",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"K00975 K00703 (K00700,K16149) K01214 K06044 K01236",0.5,False,0.5,False,,No enzymes unique to module,,"K00700,K00703,K00975,K00975","16,19,17,18","K00700 is present in multiple modules: M00854/M00565,K00703 is present in multiple modules: M00854/M00565,K00975 is present in multiple modules: M00854/M00565"
M00532,P2271_Sourdough_CN,P2271_Sourdough_CN,Photorespiration,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"(K01601-K01602) K19269 K11517 K03781 (K14272,K00830,K00827) K00600 K00830 (K15893,K15919) K15918 K00281+K00605+K00382+K02437",0.2,False,0.25,False,1.0,"K02437,K03781","2,1","K00382,K00600,K02437,K02437,K03781","1703,1903,1886,274,2852","K00382 is present in multiple modules: M00307/M00009/M00011/M00532/M00621/M00036/M00032,K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141"
M00982,P2271_Sourdough_CN,P2271_Sourdough_CN,Methylcitrate cycle,Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,"K01659 (K01720,(K20455 K09788)) (K01682,K27802) (K03417,K01637) (K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00024,K00116)",0.1428571428571428,False,0.1428571428571428,False,,No enzymes unique to module,,K01679,845,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614
M00131,P2271_Sourdough_CN,P2271_Sourdough_CN,"Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol",Pathway modules,Carbohydrate metabolism,Other carbohydrate metabolism,K01106 K01107 K01109 K01092,0.25,False,0.25,False,1.0,K01092,1,K01092,1700,
M00165,P2271_Sourdough_CN,P2271_Sourdough_CN,Reductive pentose phosphate cycle (Calvin cycle),Pathway modules,Energy metabolism,Carbon fixation,"(K00855,K28462) (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783",0.6363636363636364,False,0.6363636363636364,False,,No enzymes unique to module,,"K00134,K00615,K00615,K00927,K01624,K01783,K01803,K01807,K01807","578,2826,815,579,297,1201,580,473,318","K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01783 is present in multiple modules: M00004/M00007/M00165,K01803 is present in multiple modules: M00001/M00002/M00003/M00165,K01807 is present in multiple modules: M00004/M00007/M00580/M00165/M00611/M00612"
M00169,P2271_Sourdough_CN,P2271_Sourdough_CN,"CAM (Crassulacean acid metabolism), light",Pathway modules,Energy metabolism,Carbon fixation,K00029 K01006,0.5,False,0.5,False,,No enzymes unique to module,,K00029,850,K00029 is present in multiple modules: M00169/M00172
M00172,P2271_Sourdough_CN,P2271_Sourdough_CN,"C4-dicarboxylic acid cycle, NADP - malic enzyme type",Pathway modules,Energy metabolism,Carbon fixation,K01595 K00051 K00029 K01006,0.25,False,0.25,False,,No enzymes unique to module,,K00029,850,K00029 is present in multiple modules: M00169/M00172
M00170,P2271_Sourdough_CN,P2271_Sourdough_CN,"C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type",Pathway modules,Energy metabolism,Carbon fixation,K01595 K14454 K14455 K01610,0.25,False,0.25,False,,No enzymes unique to module,,K01610,2734,K01610 is present in multiple modules: M00003/M00170
M00173,P2271_Sourdough_CN,P2271_Sourdough_CN,Reductive citrate cycle (Arnon-Buchanan cycle),Pathway modules,Energy metabolism,Carbon fixation,"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K27802,K01682) (K15230+K15231)",0.2,False,0.2,False,,No enzymes unique to module,,"K01007,K01679,K01958","1444,845,1696","K01007 is present in multiple modules: M00173/M00374/M00614,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614,K01958 is present in multiple modules: M00173/M00614"
M00376,P2271_Sourdough_CN,P2271_Sourdough_CN,3-Hydroxypropionate bi-cycle,Pathway modules,Energy metabolism,Carbon fixation,"(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709",0.0769230769230769,False,0.1346153846153846,False,,No enzymes unique to module,,"K01679,K01961,K01963,K02160,K02160,K02160","845,464,465,325,463,1247","K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614,K01961 is present in multiple modules: M00376/M00082/M00613,K01963 is present in multiple modules: M00376/M00082/M00613,K02160 is present in multiple modules: M00376/M00082/M00613"
M00374,P2271_Sourdough_CN,P2271_Sourdough_CN,Dicarboxylate-hydroxybutyrate cycle,Pathway modules,Energy metabolism,Carbon fixation,"(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861,K25774) K14534 K15016 K00626",0.0769230769230769,False,0.0769230769230769,False,,No enzymes unique to module,,K01007,1444,K01007 is present in multiple modules: M00173/M00374/M00614
M00377,P2271_Sourdough_CN,P2271_Sourdough_CN,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway),Pathway modules,Energy metabolism,Carbon fixation,"K00198 (K05299-K15022,K22015+K25123+K25124) K01938 K01491-K01500 K00297-K25007-K25008 K15023 K14138+K00197+K00194",0.2857142857142857,False,0.2857142857142857,False,,No enzymes unique to module,,"K01491,K01938","1180,1334","K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618"
M00579,P2271_Sourdough_CN,P2271_Sourdough_CN,"Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate",Pathway modules,Energy metabolism,Carbon fixation,"(K00625,K13788,K15024) K00925",1.0,True,1.0,True,,No enzymes unique to module,,"K00625,K00925,K00925,K00925","595,1786,279,187","K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618"
M00357,P2271_Sourdough_CN,P2271_Sourdough_CN,"Methanogenesis, acetate => methane",Pathway modules,Energy metabolism,Methane metabolism,"((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))",0.2,False,0.3333333333333333,False,,No enzymes unique to module,,"K00625,K00925,K00925,K00925","595,1786,279,187","K00625 is present in multiple modules: M00579/M00357/M00617/M00618,K00925 is present in multiple modules: M00579/M00357/M00617/M00618"
M00358,P2271_Sourdough_CN,P2271_Sourdough_CN,Coenzyme M biosynthesis,Pathway modules,Energy metabolism,Methane metabolism,K08097 K05979 K05884 K13039+K06034,0.25,False,0.25,False,1.0,K05884,1,K05884,814,
M00346,P2271_Sourdough_CN,P2271_Sourdough_CN,"Formaldehyde assimilation, serine pathway",Pathway modules,Energy metabolism,Methane metabolism,K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691,0.2222222222222222,False,0.2222222222222222,False,,No enzymes unique to module,,"K00600,K01689,K01689","1903,1452,581","K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01689 is present in multiple modules: M00001/M00002/M00003/M00346"
M00345,P2271_Sourdough_CN,P2271_Sourdough_CN,"Formaldehyde assimilation, ribulose monophosphate pathway",Pathway modules,Energy metabolism,Methane metabolism,"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,K01624,297,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00344,P2271_Sourdough_CN,P2271_Sourdough_CN,"Formaldehyde assimilation, xylulose monophosphate pathway",Pathway modules,Energy metabolism,Methane metabolism,K17100 K00863 K01624 K03841,0.25,False,0.25,False,,No enzymes unique to module,,K01624,297,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00176,P2271_Sourdough_CN,P2271_Sourdough_CN,"Assimilatory sulfate reduction, sulfate => H2S",Pathway modules,Energy metabolism,Sulfur metabolism,"(K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)",0.3333333333333333,False,0.3333333333333333,False,,No enzymes unique to module,,"K00860,K00958","1013,1012","K00860 is present in multiple modules: M00176/M00616,K00958 is present in multiple modules: M00176/M00596/M00616"
M00596,P2271_Sourdough_CN,P2271_Sourdough_CN,"Dissimilatory sulfate reduction, sulfate => H2S",Pathway modules,Energy metabolism,Sulfur metabolism,K00958 (K00394+K00395) (K11180+K11181-K27196) (K27187+K27188+K27189+K27190+K27191),0.25,False,0.25,False,,No enzymes unique to module,,K00958,1012,K00958 is present in multiple modules: M00176/M00596/M00616
M00153,P2271_Sourdough_CN,P2271_Sourdough_CN,Cytochrome bd ubiquinol oxidase,Pathway modules,Energy metabolism,ATP synthesis,"K00425+K00426+(K00424,K22501)",0.0,False,0.6666666666666666,False,1.0,"K00425,K00426","1,1","K00425,K00426","856,857",
M00157,P2271_Sourdough_CN,P2271_Sourdough_CN,"F-type ATPase, prokaryotes and chloroplasts",Pathway modules,Energy metabolism,ATP synthesis,K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110,1.0,True,1.0,True,1.0,"K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115","1,1,1,1,1,1,1,1","K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115","1900,1898,1899,1896,1894,1897,1893,1895",
M00082,P2271_Sourdough_CN,P2271_Sourdough_CN,"Fatty acid biosynthesis, initiation",Pathway modules,Lipid metabolism,Fatty acid metabolism,"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))",0.5,False,0.9166666666666666,True,1.0,K00648,2,"K00645,K00648,K00648,K01961,K01963,K02160,K02160,K02160","1244,462,1242,464,465,325,463,1247","K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K01961 is present in multiple modules: M00376/M00082/M00613,K01963 is present in multiple modules: M00376/M00082/M00613,K02160 is present in multiple modules: M00376/M00082/M00613"
M00083,P2271_Sourdough_CN,P2271_Sourdough_CN,"Fatty acid biosynthesis, elongation",Pathway modules,Lipid metabolism,Fatty acid metabolism,"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))",1.0,True,1.0,True,1.0,K02371,1,"K00059,K00059,K00059,K00208,K02371,K02372,K02372,K09458","1245,140,2238,1252,680,1241,1248,1246","K00059 is present in multiple modules: M00083/M00874/M00572,K00208 is present in multiple modules: M00083/M00572,K02372 is present in multiple modules: M00083/M00572,K09458 is present in multiple modules: M00083/M00873/M00874/M00572"
M00873,P2271_Sourdough_CN,P2271_Sourdough_CN,"Fatty acid biosynthesis in mitochondria, animals",Pathway modules,Lipid metabolism,Fatty acid metabolism,K18660 K03955+K00645 K09458 K11539+K13370 K22540 K07512,0.1666666666666666,False,0.25,False,,No enzymes unique to module,,"K00645,K09458","1244,1246","K00645 is present in multiple modules: M00082/M00873/M00874/M00885/M00886,K09458 is present in multiple modules: M00083/M00873/M00874/M00572"
